0,4,Photography,Vehicles,Cosmetics,11.684154591657158,10.3292796680971
1,3,Television programme,TV chat shows,Restaurants,8.561479263358851,8.484261537042373
2,6,Music,Television programme,TV chat shows,16.011591404429808,4.762311523189798
3,5,Films,Family,Vehicles,16.84825727426969,14.877557622887682
4,3,Music,Television programme,TV chat shows,8.561289441720842,28.473087338147508
5,4,Games,Television programme,Restaurants,13.225668149430202,6.393748717551578
6,4,Television programme,Restaurants,Coffeehouses,7.227620536506532,6.845551401011138
7,4,Television programme,TV chat shows,Restaurants,22.366304415347052,5.889434387231422
8,5,Television programme,TV chat shows,Travel,10.35492549790519,6.9071973687838835
9,4,Restaurants,Coffeehouses,Diners,4.675996124274176,17.79583887997701
10,5,Television programme,Restaurants,Sports,11.076288997893908,31.487499343276475
11,4,Live events,Television programme,Restaurants,9.079462245586978,25.298944113013626
12,5,Rock music,Television programme,Family,4.328766073511119,24.355549321463766
13,5,Television programme,Restaurants,Coffeehouses,15.178948365100783,30.57415099141167
14,4,Games,Television programme,Restaurants,17.409757712501303,33.57174141076568
15,5,Music,Vehicles,4x4s,15.799182809303533,20.909285258598423
16,4,Television programme,Food,Barbecue,15.309135664806735,2.773584874372464
17,4,Television programme,TV chat shows,Restaurants,2.88841154535597,26.56777961894992
18,5,Reading,Restaurants,Coffeehouses,12.413016101111296,25.325450069864427
19,4,Television programme,Travel,Sports,5.88682054108394,18.87818855308855
