TS3009d,TS3009d_194_225,194,225,A,Neutral
TS3009d,TS3009d_194_225,194,225,B,Neutral
TS3009d,TS3009d_194_225,194,225,C,Gatekeeper
TS3009d,TS3009d_194_225,194,225,D,Neutral
TS3009d,TS3009d_626_651,626,651,A,Neutral
TS3009d,TS3009d_626_651,626,651,B,Neutral
TS3009d,TS3009d_626_651,626,651,C,Neutral
TS3009d,TS3009d_626_651,626,651,D,Gatekeeper
TS3009d,TS3009d_351_373,351,373,A,Neutral
TS3009d,TS3009d_351_373,351,373,B,Neutral
TS3009d,TS3009d_351_373,351,373,C,Gatekeeper
TS3009d,TS3009d_351_373,351,373,D,Neutral
TS3009d,TS3009d_147_173,147,173,A,Gatekeeper
TS3009d,TS3009d_147_173,147,173,B,Neutral
TS3009d,TS3009d_147_173,147,173,C,Gatekeeper
TS3009d,TS3009d_147_173,147,173,D,Neutral
TS3009d,TS3009d_33_54,33,54,A,Gatekeeper
TS3009d,TS3009d_33_54,33,54,B,Supporter
TS3009d,TS3009d_33_54,33,54,C,Supporter
TS3009d,TS3009d_33_54,33,54,D,Neutral
TS3009d,TS3009d_173_194,173,194,A,Neutral
TS3009d,TS3009d_173_194,173,194,B,Neutral
TS3009d,TS3009d_173_194,173,194,C,Protagonist
TS3009d,TS3009d_173_194,173,194,D,Neutral
TS3009d,TS3009d_100_122,100,122,A,Gatekeeper
TS3009d,TS3009d_100_122,100,122,B,Neutral
TS3009d,TS3009d_100_122,100,122,C,Supporter
TS3009d,TS3009d_100_122,100,122,D,Neutral
TS3009d,TS3009d_650_676,650,676,A,Supporter
TS3009d,TS3009d_650_676,650,676,B,Supporter
TS3009d,TS3009d_650_676,650,676,C,Supporter
TS3009d,TS3009d_650_676,650,676,D,Gatekeeper
TS3009d,TS3009d_577_598,577,598,A,Gatekeeper
TS3009d,TS3009d_577_598,577,598,B,Supporter
TS3009d,TS3009d_577_598,577,598,C,Neutral
TS3009d,TS3009d_577_598,577,598,D,Supporter
TS3009d,TS3009d_697_722,697,722,A,Supporter
TS3009d,TS3009d_697_722,697,722,B,Neutral
TS3009d,TS3009d_697_722,697,722,C,Supporter
TS3009d,TS3009d_697_722,697,722,D,Gatekeeper
TS3009d,TS3009d_302_325,302,325,A,Neutral
TS3009d,TS3009d_302_325,302,325,B,Supporter
TS3009d,TS3009d_302_325,302,325,C,Gatekeeper
TS3009d,TS3009d_302_325,302,325,D,Neutral
TS3009d,TS3009d_489_522,489,522,A,Neutral
TS3009d,TS3009d_489_522,489,522,B,Supporter
TS3009d,TS3009d_489_522,489,522,C,Gatekeeper
TS3009d,TS3009d_489_522,489,522,D,Supporter
TS3009d,TS3009d_464_490,464,490,A,Neutral
TS3009d,TS3009d_464_490,464,490,B,Supporter
TS3009d,TS3009d_464_490,464,490,C,Supporter
TS3009d,TS3009d_464_490,464,490,D,Supporter
TS3009d,TS3009d_404_443,404,443,A,Attacker
TS3009d,TS3009d_404_443,404,443,B,Supporter
TS3009d,TS3009d_404_443,404,443,C,Gatekeeper
TS3009d,TS3009d_404_443,404,443,D,Supporter
TS3009d,TS3009d_553_578,553,578,A,Attacker
TS3009d,TS3009d_553_578,553,578,B,Neutral
TS3009d,TS3009d_553_578,553,578,C,Gatekeeper
TS3009d,TS3009d_553_578,553,578,D,Supporter
TS3009d,TS3009d_224_256,224,256,A,Neutral
TS3009d,TS3009d_224_256,224,256,B,Supporter
TS3009d,TS3009d_224_256,224,256,C,Gatekeeper
TS3009d,TS3009d_224_256,224,256,D,Neutral
TS3009d,TS3009d_372_404,372,404,A,Supporter
TS3009d,TS3009d_372_404,372,404,B,Supporter
TS3009d,TS3009d_372_404,372,404,C,Gatekeeper
TS3009d,TS3009d_372_404,372,404,D,Neutral
TS3009d,TS3009d_281_303,281,303,A,Neutral
TS3009d,TS3009d_281_303,281,303,B,Supporter
TS3009d,TS3009d_281_303,281,303,C,Gatekeeper
TS3009d,TS3009d_281_303,281,303,D,Neutral
TS3009d,TS3009d_598_626,598,626,A,Neutral
TS3009d,TS3009d_598_626,598,626,B,Neutral
TS3009d,TS3009d_598_626,598,626,C,Neutral
TS3009d,TS3009d_598_626,598,626,D,Gatekeeper
TS3009d,TS3009d_758_785,758,785,A,Supporter
TS3009d,TS3009d_758_785,758,785,B,Attacker
TS3009d,TS3009d_758_785,758,785,C,Supporter
TS3009d,TS3009d_758_785,758,785,D,Gatekeeper
TS3009d,TS3009d_255_280,255,280,A,Supporter
TS3009d,TS3009d_255_280,255,280,B,Supporter
TS3009d,TS3009d_255_280,255,280,C,Gatekeeper
TS3009d,TS3009d_255_280,255,280,D,Neutral
TS3009d,TS3009d_442_465,442,465,A,Attacker
TS3009d,TS3009d_442_465,442,465,B,Neutral
TS3009d,TS3009d_442_465,442,465,C,Supporter
TS3009d,TS3009d_442_465,442,465,D,Supporter
TS3009d,TS3009d_522_554,522,554,A,Supporter
TS3009d,TS3009d_522_554,522,554,B,Supporter
TS3009d,TS3009d_522_554,522,554,C,Gatekeeper
TS3009d,TS3009d_522_554,522,554,D,Neutral
TS3009d,TS3009d_1996_2032,1996,2032,A,Supporter
TS3009d,TS3009d_1996_2032,1996,2032,B,Supporter
TS3009d,TS3009d_1996_2032,1996,2032,C,Supporter
TS3009d,TS3009d_1996_2032,1996,2032,D,Supporter
TS3009d,TS3009d_325_352,325,352,A,Supporter
TS3009d,TS3009d_325_352,325,352,B,Supporter
TS3009d,TS3009d_325_352,325,352,C,Gatekeeper
TS3009d,TS3009d_325_352,325,352,D,Neutral
TS3009d,TS3009d_2031_2048,2031,2048,A,Supporter
TS3009d,TS3009d_2031_2048,2031,2048,B,Neutral
TS3009d,TS3009d_2031_2048,2031,2048,C,Supporter
TS3009d,TS3009d_2031_2048,2031,2048,D,Supporter
TS3009d,TS3009d_785_812,785,812,A,Supporter
TS3009d,TS3009d_785_812,785,812,B,Neutral
TS3009d,TS3009d_785_812,785,812,C,Supporter
TS3009d,TS3009d_785_812,785,812,D,Gatekeeper
TS3009d,TS3009d_122_147,122,147,A,Gatekeeper
TS3009d,TS3009d_122_147,122,147,B,Neutral
TS3009d,TS3009d_122_147,122,147,C,Supporter
TS3009d,TS3009d_122_147,122,147,D,Neutral
TS3009d,TS3009d_54_75,54,75,A,Gatekeeper
TS3009d,TS3009d_54_75,54,75,B,Neutral
TS3009d,TS3009d_54_75,54,75,C,Neutral
TS3009d,TS3009d_54_75,54,75,D,Neutral
TS3009d,TS3009d_675_698,675,698,A,Supporter
TS3009d,TS3009d_675_698,675,698,B,Supporter
TS3009d,TS3009d_675_698,675,698,C,Supporter
TS3009d,TS3009d_675_698,675,698,D,Gatekeeper
