IS1003d,IS1003d_384_406,384,406,A,Gatekeeper
IS1003d,IS1003d_384_406,384,406,B,Neutral
IS1003d,IS1003d_384_406,384,406,C,Neutral
IS1003d,IS1003d_384_406,384,406,D,Supporter
IS1003d,IS1003d_503_553,503,553,A,Supporter
IS1003d,IS1003d_503_553,503,553,B,Supporter
IS1003d,IS1003d_503_553,503,553,C,Supporter
IS1003d,IS1003d_503_553,503,553,D,Gatekeeper
IS1003d,IS1003d_653_676,653,676,A,Neutral
IS1003d,IS1003d_653_676,653,676,B,Supporter
IS1003d,IS1003d_653_676,653,676,C,Supporter
IS1003d,IS1003d_653_676,653,676,D,Gatekeeper
IS1003d,IS1003d_622_653,622,653,A,Supporter
IS1003d,IS1003d_622_653,622,653,B,Supporter
IS1003d,IS1003d_622_653,622,653,C,Supporter
IS1003d,IS1003d_622_653,622,653,D,Gatekeeper
IS1003d,IS1003d_747_797,747,797,A,Supporter
IS1003d,IS1003d_747_797,747,797,B,Supporter
IS1003d,IS1003d_747_797,747,797,C,Supporter
IS1003d,IS1003d_747_797,747,797,D,Attacker
IS1003d,IS1003d_35_62,35,62,A,Supporter
IS1003d,IS1003d_35_62,35,62,B,Neutral
IS1003d,IS1003d_35_62,35,62,C,Neutral
IS1003d,IS1003d_35_62,35,62,D,Neutral
IS1003d,IS1003d_211_236,211,236,A,Supporter
IS1003d,IS1003d_211_236,211,236,B,Neutral
IS1003d,IS1003d_211_236,211,236,C,Gatekeeper
IS1003d,IS1003d_211_236,211,236,D,Neutral
IS1003d,IS1003d_188_211,188,211,A,Supporter
IS1003d,IS1003d_188_211,188,211,B,Supporter
IS1003d,IS1003d_188_211,188,211,C,Gatekeeper
IS1003d,IS1003d_188_211,188,211,D,Neutral
IS1003d,IS1003d_350_385,350,385,A,Supporter
IS1003d,IS1003d_350_385,350,385,B,Gatekeeper
IS1003d,IS1003d_350_385,350,385,C,Supporter
IS1003d,IS1003d_350_385,350,385,D,Neutral
IS1003d,IS1003d_428_458,428,458,A,Neutral
IS1003d,IS1003d_428_458,428,458,B,Supporter
IS1003d,IS1003d_428_458,428,458,C,Supporter
IS1003d,IS1003d_428_458,428,458,D,Gatekeeper
IS1003d,IS1003d_330_351,330,351,A,Neutral
IS1003d,IS1003d_330_351,330,351,B,Gatekeeper
IS1003d,IS1003d_330_351,330,351,C,Supporter
IS1003d,IS1003d_330_351,330,351,D,Neutral
IS1003d,IS1003d_235_259,235,259,A,Neutral
IS1003d,IS1003d_235_259,235,259,B,Neutral
IS1003d,IS1003d_235_259,235,259,C,Gatekeeper
IS1003d,IS1003d_235_259,235,259,D,Neutral
IS1003d,IS1003d_308_330,308,330,A,Neutral
IS1003d,IS1003d_308_330,308,330,B,Supporter
IS1003d,IS1003d_308_330,308,330,C,Neutral
IS1003d,IS1003d_308_330,308,330,D,Supporter
IS1003d,IS1003d_130_152,130,152,A,Supporter
IS1003d,IS1003d_130_152,130,152,B,Neutral
IS1003d,IS1003d_130_152,130,152,C,Gatekeeper
IS1003d,IS1003d_130_152,130,152,D,Neutral
IS1003d,IS1003d_587_623,587,623,A,Supporter
IS1003d,IS1003d_587_623,587,623,B,Supporter
IS1003d,IS1003d_587_623,587,623,C,Supporter
IS1003d,IS1003d_587_623,587,623,D,Gatekeeper
IS1003d,IS1003d_676_703,676,703,A,Supporter
IS1003d,IS1003d_676_703,676,703,B,Supporter
IS1003d,IS1003d_676_703,676,703,C,Supporter
IS1003d,IS1003d_676_703,676,703,D,Gatekeeper
IS1003d,IS1003d_61_83,61,83,A,Gatekeeper
IS1003d,IS1003d_61_83,61,83,B,Neutral
IS1003d,IS1003d_61_83,61,83,C,Neutral
IS1003d,IS1003d_61_83,61,83,D,Neutral
IS1003d,IS1003d_702_747,702,747,A,Supporter
IS1003d,IS1003d_702_747,702,747,B,Supporter
IS1003d,IS1003d_702_747,702,747,C,Supporter
IS1003d,IS1003d_702_747,702,747,D,Gatekeeper
IS1003d,IS1003d_1174_1206,1174,1206,A,Gatekeeper
IS1003d,IS1003d_1174_1206,1174,1206,B,Supporter
IS1003d,IS1003d_1174_1206,1174,1206,C,Neutral
IS1003d,IS1003d_1174_1206,1174,1206,D,Neutral
IS1003d,IS1003d_796_846,796,846,A,Supporter
IS1003d,IS1003d_796_846,796,846,B,Supporter
IS1003d,IS1003d_796_846,796,846,C,Supporter
IS1003d,IS1003d_796_846,796,846,D,Supporter
IS1003d,IS1003d_153_189,153,189,A,Supporter
IS1003d,IS1003d_153_189,153,189,B,Neutral
IS1003d,IS1003d_153_189,153,189,C,Gatekeeper
IS1003d,IS1003d_153_189,153,189,D,Neutral
IS1003d,IS1003d_1604_1630,1604,1630,A,Neutral
IS1003d,IS1003d_1604_1630,1604,1630,B,Supporter
IS1003d,IS1003d_1604_1630,1604,1630,C,Supporter
IS1003d,IS1003d_1604_1630,1604,1630,D,Neutral
IS1003d,IS1003d_82_106,82,106,A,Gatekeeper
IS1003d,IS1003d_82_106,82,106,B,Supporter
IS1003d,IS1003d_82_106,82,106,C,Supporter
IS1003d,IS1003d_82_106,82,106,D,Neutral
IS1003d,IS1003d_458_483,458,483,A,Supporter
IS1003d,IS1003d_458_483,458,483,B,Supporter
IS1003d,IS1003d_458_483,458,483,C,Neutral
IS1003d,IS1003d_458_483,458,483,D,Gatekeeper
IS1003d,IS1003d_108_130,108,130,A,Gatekeeper
IS1003d,IS1003d_108_130,108,130,B,Neutral
IS1003d,IS1003d_108_130,108,130,C,Neutral
IS1003d,IS1003d_108_130,108,130,D,Neutral
IS1003d,IS1003d_259_309,259,309,A,Supporter
IS1003d,IS1003d_259_309,259,309,B,Supporter
IS1003d,IS1003d_259_309,259,309,C,Gatekeeper
IS1003d,IS1003d_259_309,259,309,D,Supporter
